srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Maximum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Concentration of Sulphur Dioxide (SO2) (Annual average),YearCode,Year
2015,Punjab,Ludhiana,Bharat Nagar Chowk,117.0,7.0,16.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",96.0,7.0,25.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",107.0,6.0,14.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Ludhiana,"PPCB Office Building, Vishavkarma Chowk",118.0,5.0,15.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Naya Nangal,Punjab Alkalis & Chemicals Ltd,62.0,4.0,6.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Naya Nangal,"M/s NFL Guest House,Naya Nangal",60.0,4.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Patiala,"Ceylon Industries, Factory Area, Patiala",133.0,4.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Patiala,"Fire Brigade Station, Bahera Road, Patiala",128.0,4.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Sangrur,Gurdwara Gangsar Sahib,25.0,4.0,5.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Punjab,Hoshiarpur,Hoshiarpur,20.0,5.0,7.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Alwar,Rajasthan State Pollution Control Board,103.0,6.0,14.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Alwar,Gaurav Solvex Ltd. MIA,99.0,5.0,15.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Alwar,"RIICO Pump House, MIA",102.0,6.0,20.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jaipur,Ajmeri Gate,106.0,5.0,15.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jaipur,"RJPB Office,Jhalana Doongari",103.0,5.0,9.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jaipur,"District Education Officer, Chandpole",106.0,5.0,12.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jaipur,"RIICO Office, M.I.A.",104.0,4.0,10.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jaipur,"RSPCB, Vidyadhar Nagar",104.0,5.0,16.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jaipur,VKIA,104.0,5.0,13.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jodhpur,"DIC Office, Industrial Estate",102.0,4.0,18.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jodhpur,Sojati Gate,100.0,4.0,19.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jodhpur,"Basni Industrial Area, RIICO Office",106.0,4.0,26.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jodhpur,Maha Mandir Police Thane,101.0,4.0,14.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jodhpur,"Office of Housing Board, Chopasani Road",101.0,4.0,15.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Jodhpur,Shastri Nagar Police Thana,105.0,4.0,14.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Kota,"Regional Office, RJPB, Anantpura",102.0,6.0,10.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Kota,Municipal Corporation Building,102.0,5.0,9.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Kota,Samcore Glass Ltd.,104.0,6.0,8.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Udaipur,Ambamata,104.0,5.0,9.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Udaipur,Town Hall,105.0,5.0,11.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Rajasthan,Udaipur,"Regional Office,MIA",103.0,5.0,11.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam",84.0,10.0,18.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,"Govt. High School, Manali",84.0,9.0,19.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Thiruvottiyur,86.0,10.0,17.0,12.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Madras Medical College,88.0,2.0,25.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,"NEERI, CSIR CampusTaramani",88.0,2.0,12.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Thiruvottiyur Municipal Office,88.0,2.0,40.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Adiyar,74.0,9.0,18.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Kilpauk,83.0,9.0,24.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Thiyagaraya Nagar,82.0,11.0,23.0,17.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Vallar Nagar,40.0,10.0,20.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Chennai,Anna Nagar,79.0,10.0,20.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Coimbatore,"Poniarajapuram, On the top of DEL",78.0,2.0,5.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Coimbatore,G.D.Matric Hr.Sec.School,78.0,2.0,9.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Coimbatore,"SIDCO Office, Coimbatore/ Kurichi",69.0,2.0,8.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Madurai,Highway (Project I) Building,81.0,8.0,15.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Madurai,Fenner (I) Ltd. Kochadai,80.0,9.0,21.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Madurai,Kunnathur Chatram Avvai Girls HS School,79.0,9.0,23.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Salem,Sowdeswari College Building,106.0,6.0,15.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Tuticorin,"Fisheries College, Tuticorin Sipcot",71.0,10.0,17.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Tuticorin,Raja Agencies,72.0,13.0,18.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Tuticorin,AVM Jewellery Building,74.0,7.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Trichy,Gandhi Market,40.0,12.0,18.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Trichy,Main Guard Gate,43.0,10.0,20.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Trichy,Bishop Heber College,39.0,7.0,13.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Trichy,Golden Rock,40.0,6.0,17.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Trichy,Central Bus Stand,37.0,8.0,22.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Mettur,Raman Nagar,98.0,5.0,11.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,Mettur,SIDCO,97.0,6.0,16.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,cuddalore,Eachangadu Village,75.0,5.0,14.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,cuddalore,SIPCOT (Project Office),73.0,6.0,13.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Tamilnadu,cuddalore,"DEE Office, Cuddalore",70.0,5.0,16.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,"Tarnaka, NEERI Lab. IICT Campus",85.0,2.0,17.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,"Nacharam, Industrial Estate",89.0,2.0,19.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,ABIDS Circle General Post Office,86.0,2.0,7.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,Balanagar,97.0,2.0,6.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,"Uppal, Modern Foods & Industries IDA",99.0,2.0,6.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,Jublee Hills,99.0,2.0,6.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,Paradise,99.0,2.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,Charminar,98.0,2.0,6.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,Zoo Park,54.0,4.0,6.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,"Jeedimetla Industrial Estate, Rangareddy Distt.",98.0,2.0,6.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Karimnagar,"On the terrace of the DIC building, Karimnagar",100.0,4.0,15.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Khammam,Jalasoudha building,103.0,4.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Khammam,Station Name: CER Club Khamam,104.0,4.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Nalgonda,M/s. Srini Pharmaceuticals pvt. Ltd.Choutuppal,108.0,5.0,14.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Nalgonda,AP PCB Nalgonda,107.0,4.0,9.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Sangareddy,Administrative Building of M/s. Mylan Industries.,106.0,5.0,8.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Sangareddy,Regional office Building of SANGAREDDY,104.0,4.0,10.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Kothur,Mehaboobnagar,96.0,4.0,19.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,RC Puram / Patencheru,"Police Station, Medak, Ramachadrapuram",108.0,4.0,10.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Warangal,"KUDA Office, Hanumakonda",103.0,4.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Warangal,"MeeSeva Building ,Municipal",101.0,2.0,7.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",90.0,3.0,11.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",94.0,5.0,29.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar",95.0,5.0,41.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Agra,"Regional Office, Bodla",77.0,5.0,12.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Agra,Nunhai,91.0,7.0,13.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Agra,Taj Mahal,292.0,2.0,8.0,2.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Agra,DIC Nunhai,116.0,2.0,14.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Agra,Etmaduddaulah,116.0,2.0,9.0,2.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Agra,Rambagh,116.0,2.0,12.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,90.0,2.0,14.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,90.0,2.0,11.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Allahabad,Alopibagh/Sewage Pumping Stations,18.0,2.0,4.0,2.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Allahabad,Jhonstonganj/cooperative Bank,19.0,2.0,4.0,2.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Allahabad,Rambagh/Parag Dairy,18.0,2.0,4.0,2.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra",90.0,16.0,19.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Anpara,"Renusagar Colony, Sonabhadra",90.0,14.0,19.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Bareily,IVRI Izatnaga,98.0,7.0,15.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Bareily,"Indian oetrol pump, Civil Line",101.0,9.0,16.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Firozabad,Center for Development of Glass Industry,96.0,7.0,11.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Firozabad,Tilak Nagar,96.0,7.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Firozabad,Raza ka Tal,96.0,6.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",78.0,11.0,30.0,24.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,80.0,11.0,26.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Jhansi,Manik Chawk / Jal chauraha,109.0,7.0,29.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Jhansi,Veeranga Nagar,100.0,5.0,27.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",88.0,5.0,8.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa/,84.0,5.0,8.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj,",74.0,6.0,9.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,67.0,5.0,8.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,88.0,5.0,8.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",97.0,2.0,3.0,2.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",98.0,2.0,25.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",97.0,2.0,13.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,85.0,21.0,30.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Khurja,Ahirpara,84.0,20.0,29.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Lucknow,Mahanagar,97.0,7.0,14.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",94.0,7.0,12.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",97.0,7.0,15.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Lucknow,Talkatora,98.0,7.0,14.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,100.0,7.0,13.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Moradabad,"Hindu College, Station Road",74.0,5.0,29.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Moradabad,"Central Police Hospital, Civil Lines",76.0,5.0,19.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Noida,"UP PPCB, E12/1, Sector 1",40.0,6.0,12.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Noida,GeePee Electroplating and Eng. Work,40.0,7.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Varanasi,"Regional Office, Jawahar Nagar",91.0,18.0,20.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Varanasi,Sigra,88.0,18.0,21.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Unnao,"H. No. 5, Krishna Nagar, Unnao",29.0,8.0,10.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Unnao,"IIA Building, Industrial Area, Site 10, Unnao",27.0,29.0,33.0,31.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",74.0,7.0,10.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Raebareli,Khoya mandi Tiraha Lucknow Road Raebareli,74.0,12.0,16.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Raebareli,Amawan Road Ind. Area Raebareli,74.0,9.0,12.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",105.0,5.0,14.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",105.0,19.0,35.0,25.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",105.0,12.0,27.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",45.0,24.0,28.0,26.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttarakhand,Dehradun,"Clock Tower, PWD Guest House",55.0,25.0,29.0,27.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttarakhand,Dehradun,Himalaya Drug Co. Near ISBT,58.0,26.0,30.0,27.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttarakhand,Haridwar,"SIDCUL, Haridwar",81.0,21.0,27.0,24.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Uttarakhand,Rishikesh,Nagar Palika Parishad,70.0,24.0,26.0,25.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Asansol,Asansol Municipal Corporation,104.0,4.0,12.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",104.0,4.0,12.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Barrackpore,Barrackpore Municiaplity,104.0,4.0,14.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Durgapur,"Bidhannagar, PCBL Club, Muchipara",102.0,4.0,13.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Haldia,WBIIDC Ruchi Soya Ind. Durgachak,104.0,2.0,15.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Howrah,"CDS & Health Centre, Bator",104.0,2.0,84.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Salt Lake, Rooftop of CK Market",104.0,2.0,13.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Moulali, Rooftop of KMC office Building",104.0,2.0,21.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Minto Park, Inside Park AJC Bose Road",104.0,2.0,15.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Dunlop Bridge, National Sample Survey",104.0,2.0,19.0,5.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Behala Chowrasta, Traffic Guard Building",105.0,2.0,17.0,4.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Baishnabghata, Upanagari Sporting Club",104.0,2.0,15.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Cossipore Police Station, B.T. Road",64.0,2.0,153.0,24.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",69.0,2.0,98.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,Raniganj,Jamuria Municipality,103.0,4.0,13.0,8.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,West Bengal,South Suburban,"Bauipur Police Station, Baruipur",104.0,2.0,15.0,3.0,2015,"Calendar Year (Jan - Dec), 2015"
2016,West Bengal,Kolkata,"Cossipore Police Station, B.T. Road",87.0,2.0,26.0,4.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,West Bengal,Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",88.0,2.0,20.0,3.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,West Bengal,Kolkata,Kasba,88.0,2.0,9.0,3.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,West Bengal,Raniganj,Raniganj Municipality,104.0,9.0,21.0,13.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,West Bengal,Raniganj,"Mangalpur, SKS School Mangalpur",104.0,9.0,21.0,13.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,West Bengal,Raniganj,Jamuria Municipality,104.0,9.0,18.0,13.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Delhi,Delhi,Janakpuri,100.0,4.0,34.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,West Bengal,Sankrail,Bharat Coop Housing Society,104.0,3.0,14.0,7.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Rajahmundry,Staff Clud Building,101.0,5.0,10.0,8.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Anantapur,Kamala Nagar,106.0,4.0,6.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Chitoor,GNC Toll Gate Tirumala,106.0,4.0,11.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Chitoor,"Near M/s.Nutrine Confectionery, Palamaner Road",108.0,5.0,8.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Eluru,At Ashram Diagnostic Centre,108.0,5.0,6.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Guntur,"Near Hindu College, Market Road",101.0,5.0,6.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Kadapa,"Near ICL, Yerraguntla, YSR",108.0,5.0,8.0,7.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Kakinada,Office Building Ramanayyapeta,101.0,6.0,11.0,8.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Kurnool,"Mourya Inn, Krishna Nagar",108.0,4.0,5.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Nellore,"Venkatareddy nagar, Vedayapalem",107.0,4.0,6.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Prakasam,"Near Court Center, Ongole",98.0,4.0,6.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Srikakulam,"SAMKRG Pistons Quarters Bulding,Near IDA,Pydibhimavaram",102.0,6.0,13.0,9.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Tirupati,"Regional Science Centre, Chittoor Bypass",106.0,4.0,7.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vijaywada,Benz Circle,99.0,5.0,6.0,5.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vijaywada,Autonagar,99.0,5.0,7.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vijaywada,Police Control Room,99.0,5.0,7.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vizianagaram,"APIIC Building at IDA Bobbili Growth Center,Vizianagaram",96.0,7.0,12.0,9.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,"Industrial Estate, Marripalem",108.0,5.0,15.0,8.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,"Panchayat Raj office, Mindi",106.0,5.0,13.0,7.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,Police Barracks,108.0,6.0,18.0,9.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,"INSVirabahu, Naval Area",105.0,5.0,12.0,7.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,Seethammadhara,108.0,5.0,10.0,7.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,Ganapuram Area,107.0,6.0,17.0,10.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,"Pedagantyada, Gajuwada",106.0,5.0,14.0,7.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Andhra Pradesh,Vishakhapatnam,"CWMP, RAMKY, Parawada",104.0,6.0,12.0,8.0,2016,"Calendar Year (Jan - Dec), 2016"
2016,Assam,Bongaigaon,"Oil India Ltd. PS6, Chirang",78.0,3.0,12.0,6.0,2016,"Calendar Year (Jan - Dec), 2016"
